TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Theft from Vehicle,2007,6,13,16,0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,4,14,19,15,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,3,22,11,15,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,3,10,17,0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,3,8,20,0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,12,8,22,23,27XX E 26TH AVE,Renfrew-Collingwood,496555.83,5454931.45,49.24714557,-123.0473231
Theft from Vehicle,2007,4,30,17,0,27XX E 26TH AVE,Renfrew-Collingwood,496555.83,5454931.45,49.24714557,-123.0473231
Theft from Vehicle,2007,1,26,22,0,27XX E 26TH AVE,Renfrew-Collingwood,496396.1,5454923.12,49.24706972,-123.0495177
Theft from Vehicle,2007,7,26,0,30,27XX E 24TH AVE,Renfrew-Collingwood,496447.8,5455111.33,49.24876301,-123.048809
Theft from Vehicle,2007,10,23,17,0,27XX E 24TH AVE,Renfrew-Collingwood,496396.63,5455111.24,49.2487619,-123.0495121
Theft from Vehicle,2007,12,1,14,20,27XX E 22ND AVE,Renfrew-Collingwood,496446.13,5455329.12,49.25072207,-123.0488339
Theft from Vehicle,2007,9,10,22,0,27XX E 22ND AVE,Renfrew-Collingwood,496422.33,5455329.19,49.25072256,-123.0491609
Theft from Vehicle,2007,12,30,17,30,27XX E 15TH AVE,Renfrew-Collingwood,496412.15,5455958.27,49.25638121,-123.0493064
Other Theft,2007,4,12,11,37,15XX HORNBY ST,Central Business District,490343.24,5458068.92,49.27530119,-123.1327599
Other Theft,2007,3,23,17,15,15XX JOHNSTON ST,Fairview,490195.52,5457680.18,49.27180206,-123.1347812
Other Theft,2007,9,19,16,23,15XX JOHNSTON ST,Fairview,490195.52,5457680.18,49.27180206,-123.1347812
Other Theft,2007,3,1,13,47,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494670.79,5455132.33,49.24893902,-123.0732263
Other Theft,2007,4,5,21,3,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494670.79,5455132.33,49.24893902,-123.0732263
Other Theft,2007,6,13,15,40,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494670.79,5455132.33,49.24893902,-123.0732263
Other Theft,2007,8,23,13,0,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494670.79,5455132.33,49.24893902,-123.0732263
Other Theft,2007,9,11,14,49,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494670.79,5455132.33,49.24893902,-123.0732263
Other Theft,2007,9,14,12,47,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494670.79,5455132.33,49.24893902,-123.0732263
Other Theft,2007,10,3,14,13,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494670.79,5455132.33,49.24893902,-123.0732263
Theft from Vehicle,2007,8,8,11,0,27XX E 12TH AVE,Renfrew-Collingwood,496447.8,5456225.09,49.25878152,-123.0488189
Theft from Vehicle,2007,7,22,13,0,27XX E 12TH AVE,Renfrew-Collingwood,496447.8,5456225.09,49.25878152,-123.0488189
Theft from Vehicle,2007,9,21,12,0,27XX DUNDAS ST,Hastings-Sunrise,496541.65,5459110.21,49.28473426,-123.047554
Theft from Vehicle,2007,1,5,17,0,1XX W 10TH AVE,Mount Pleasant,492172.78,5456604.94,49.26215858,-123.107579
Other Theft,2007,1,11,8,45,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,2,14,19,8,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,2,15,10,42,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,2,19,8,48,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,3,19,2,45,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,4,9,1,0,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,4,13,4,52,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,4,17,2,9,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,4,18,6,2,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,4,19,8,0,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,4,23,4,8,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,5,8,3,27,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,6,17,1,50,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,7,3,12,49,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,7,3,13,13,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,7,6,2,10,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,8,4,20,19,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,8,22,17,45,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,9,19,15,18,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,9,23,3,45,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,10,5,11,56,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,12,6,17,25,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,12,6,18,57,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,12,6,23,0,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,12,12,9,57,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,12,12,16,33,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Other Theft,2007,12,13,14,50,15XX ROBSON ST,West End,490389.54,5459622.91,49.28928029,-123.1321607
Theft from Vehicle,2007,3,25,1,0,27XX DUNDAS ST,Hastings-Sunrise,496489.13,5459119.35,49.28481617,-123.0482763
Theft from Vehicle,2007,3,24,20,0,27XX DUNDAS ST,Hastings-Sunrise,496489.13,5459119.35,49.28481617,-123.0482763
Other Theft,2007,12,8,13,53,15XX ROBSON ST,West End,490395.74,5459616.73,49.2892248,-123.1320753
Other Theft,2007,4,4,23,43,15XX ROBSON ST,West End,490406.84,5459618.58,49.28924161,-123.1319227
Other Theft,2007,8,28,22,6,15XX ROBSON ST,West End,490406.84,5459618.58,49.28924161,-123.1319227
Other Theft,2007,3,12,18,41,15XX ROBSON ST,West End,490443.8,5459568.85,49.28879486,-123.1314132
Theft from Vehicle,2007,5,9,17,30,27XX COOPERATIVE WAY,Renfrew-Collingwood,496571.99,5456087.72,49.25754656,-123.0471109
Other Theft,2007,4,3,19,38,15XX W BROADWAY AVE,Fairview,489781.3,5456765.49,49.26356748,-123.140452
Other Theft,2007,2,28,14,19,15XX W BROADWAY AVE,Fairview,489853.91,5456773.39,49.26363975,-123.1394542
Theft from Vehicle,2007,7,13,14,0,19XX QUEBEC ST,Mount Pleasant,492529.27,5457275.55,49.26819531,-123.1026919
Theft from Vehicle,2007,7,23,1,0,19XX QUEBEC ST,Mount Pleasant,492529.27,5457275.55,49.26819531,-123.1026919
Other Theft,2007,2,16,16,45,16XX CHESTNUT ST,Kitsilano,489345.48,5457627.68,49.27131559,-123.1464652
Theft from Vehicle,2007,12,3,14,39,27XX COMMERCIAL DR,Kensington-Cedar Cottage,494914.21,5456378.74,49.26015281,-123.0698974
Theft from Vehicle,2007,11,4,11,5,27XX COMMERCIAL DR,Kensington-Cedar Cottage,494914.21,5456378.74,49.26015281,-123.0698974
Theft from Vehicle,2007,12,31,11,30,27XX CLARK DR,Kensington-Cedar Cottage,494367,5456400.45,49.2603433,-123.0774183
Theft from Vehicle,2007,11,15,0,0,27XX CLARK DR,Kensington-Cedar Cottage,494367,5456400.45,49.2603433,-123.0774183
Theft from Vehicle,2007,12,9,18,30,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,10,14,3,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,10,13,16,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,10,5,7,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,9,23,17,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,9,17,11,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,8,17,21,30,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,6,20,7,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Other Theft,2007,10,7,19,7,16XX COMMERCIAL DR,Grandview-Woodland,494937.71,5457520.05,49.27041931,-123.0695888
Theft from Vehicle,2007,6,19,20,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,6,19,18,30,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,6,19,18,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,6,19,11,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,3,19,16,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Other Theft,2007,9,21,15,32,16XX DAVIE ST,West End,489829.17,5459252.26,49.28593717,-123.1398573
Other Theft,2007,11,16,15,16,16XX DAVIE ST,West End,489829.17,5459252.26,49.28593717,-123.1398573
Theft from Vehicle,2007,1,26,21,30,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,1,26,21,0,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Theft from Vehicle,2007,1,23,22,30,27XX CHANDLERY PL,Killarney,496320.34,5450449.75,49.20683015,-123.0505176
Other Theft,2007,1,14,12,57,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Other Theft,2007,1,23,10,51,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Other Theft,2007,3,15,21,50,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Other Theft,2007,4,16,20,0,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Other Theft,2007,6,14,9,40,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Other Theft,2007,8,23,21,7,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Other Theft,2007,11,1,19,35,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Other Theft,2007,11,2,16,16,16XX DAVIE ST,West End,489854.22,5459227.25,49.28571262,-123.1395122
Theft from Vehicle,2007,10,18,18,0,1XX W 10TH AVE,Mount Pleasant,492085.31,5456607.4,49.26217959,-123.1087813
Theft from Vehicle,2007,12,1,20,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,10,13,23,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,10,13,21,30,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,8,26,22,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,8,26,1,30,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,8,14,21,30,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,6,26,23,30,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,6,20,0,20,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,6,19,23,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,6,19,22,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,6,19,17,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,6,2,8,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,3,19,18,30,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,1,27,1,0,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Theft from Vehicle,2007,1,26,17,30,27XX CHANDLERY PL,Killarney,496275.24,5450459.07,49.20691372,-123.0511368
Other Theft,2007,1,5,22,3,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,1,15,21,37,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,2,12,20,33,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,3,30,13,48,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,4,28,21,36,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,5,16,22,25,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,5,29,11,41,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,7,6,19,29,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,7,11,20,27,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,7,20,16,18,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,9,7,19,40,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,11,10,19,10,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,11,19,16,45,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,12,11,22,38,16XX DAVIE ST,West End,489856.51,5459237.89,49.28580837,-123.139481
Other Theft,2007,5,8,14,21,6XX W BROADWAY AVE,Fairview,491339.61,5456735.27,49.2633197,-123.1190331
Theft from Vehicle,2007,10,6,8,0,19XX ROBSON ST,West End,490006.34,5460017.45,49.29282308,-123.1374402
Theft from Vehicle,2007,1,1,23,0,27XX CAMBRIDGE ST,Hastings-Sunrise,496465.36,5459326.9,49.28668298,-123.0486049
Theft from Vehicle,2007,6,7,14,0,27XX BENTALL ST,Renfrew-Collingwood,497675.42,5456355.99,49.25996489,-123.0319481
Theft from Vehicle,2007,1,20,16,0,27XX BALACLAVA ST,Kitsilano,487333.14,5456610.43,49.26212689,-123.174096
Other Theft,2007,9,1,10,58,6XX ROBSON ST,Central Business District,491336.22,5458699.24,49.2809859,-123.1191222
Theft from Vehicle,2007,5,16,13,57,27XX ARBUTUS ST,Kitsilano,488859.13,5456489.57,49.26106943,-123.1531192
Theft from Vehicle,2007,2,14,11,57,27XX ALAMEIN AVE,Arbutus Ridge,487958.66,5455272.3,49.2501028,-123.1654585
Theft from Vehicle,2007,7,7,21,30,27XX ADANAC ST,Hastings-Sunrise,496482.21,5458305.6,49.27749631,-123.0483643
Theft from Vehicle,2007,12,5,20,0,26XX YORK AVE,Kitsilano,488033.32,5457688.58,49.27183912,-123.1645048
Theft from Vehicle,2007,4,23,19,0,26XX WILLIAM ST,Hastings-Sunrise,496320.6,5457937.38,49.27418316,-123.0505828
Theft from Vehicle,2007,10,12,9,15,26XX W BROADWAY AVE,Kitsilano,487916.27,5456827.26,49.26408911,-123.1660879
Other Theft,2007,1,18,20,28,16XX DAVIE ST,West End,489860.48,5459221,49.2856565,-123.139426
Other Theft,2007,1,26,10,27,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,1,26,19,14,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,2,15,16,29,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,3,17,15,25,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,4,5,21,2,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,4,10,12,26,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,4,26,22,17,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,5,9,13,10,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,6,18,14,56,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,7,21,13,4,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,7,28,7,36,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,12,3,18,25,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Other Theft,2007,12,28,12,29,16XX DAVIE ST,West End,489871.12,5459223.3,49.28567737,-123.1392797
Theft from Vehicle,2007,12,5,22,29,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,11,7,23,21,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,11,7,22,30,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,10,3,5,20,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,8,23,18,30,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Other Theft,2007,5,6,18,47,6XX W BROADWAY AVE,Fairview,491339.61,5456735.27,49.2633197,-123.1190331
Theft from Vehicle,2007,10,17,10,0,19XX ROBSON ST,West End,490028.12,5459980.69,49.29249278,-123.1371398
Theft from Vehicle,2007,7,16,20,0,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,5,15,21,47,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,5,1,11,0,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,4,1,9,0,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Theft from Vehicle,2007,9,12,11,0,1XX TERMINAL AVE,Mount Pleasant,492613.57,5457797.37,49.27289019,-123.1015427
Theft from Vehicle,2007,10,27,18,30,26XX W 8TH AVE,Kitsilano,487961.83,5456925.23,49.26497126,-123.1654646
Theft from Vehicle,2007,5,4,18,9,26XX W 8TH AVE,Kitsilano,487961.83,5456925.23,49.26497126,-123.1654646
Theft from Vehicle,2007,12,13,23,0,26XX W 5TH AVE,Kitsilano,488022.05,5457194.13,49.26739124,-123.164645
Theft from Vehicle,2007,12,22,0,0,26XX W 50TH AVE,Kerrisdale,487952.8,5452618.25,49.22622896,-123.1654593
Theft from Vehicle,2007,4,4,3,50,26XX W 4TH AVE,Kitsilano,488023.28,5457293.61,49.26828611,-123.164631
Theft from Vehicle,2007,3,29,11,30,26XX W 4TH AVE,Kitsilano,488023.28,5457293.61,49.26828611,-123.164631
Theft from Vehicle,2007,1,30,22,0,26XX W 4TH AVE,Kitsilano,488023.28,5457293.61,49.26828611,-123.164631
Theft from Vehicle,2007,1,19,19,0,26XX W 4TH AVE,Kitsilano,487967.96,5457304.16,49.26837992,-123.1653918
Theft from Vehicle,2007,1,15,9,0,26XX W 4TH AVE,Kitsilano,487962.9,5457295.15,49.26829877,-123.1654611
Theft from Vehicle,2007,7,1,0,0,26XX W 45TH AVE,Kerrisdale,487969.92,5453145.03,49.2309678,-123.1652399
Theft from Vehicle,2007,2,6,12,0,26XX W 42ND AVE,Kerrisdale,488035.34,5453448.97,49.23370309,-123.1643504
Theft from Vehicle,2007,2,3,15,0,26XX W 42ND AVE,Kerrisdale,488035.34,5453448.97,49.23370309,-123.1643504
Theft from Vehicle,2007,9,22,22,0,26XX W 42ND AVE,Kerrisdale,487999.34,5453458.34,49.23378667,-123.1648452
Other Theft,2007,5,22,15,2,16XX DAVIE ST,West End,489885.54,5459195.99,49.28543195,-123.1390808
Other Theft,2007,12,3,14,39,16XX DAVIE ST,West End,489908.7,5459185.79,49.28534058,-123.138762
Theft from Vehicle,2007,2,10,7,17,1XX POWELL ST,Central Business District,492577.88,5458943.3,49.28319759,-123.1020546
Other Theft,2007,10,25,12,41,16XX DURANLEAU ST,Fairview,490115.26,5457725.84,49.27221148,-123.1358856
Other Theft,2007,6,18,17,4,16XX E 1ST AVE,Grandview-Woodland,494799.87,5457424.46,49.2695583,-123.0714824
Other Theft,2007,3,18,13,0,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,4,7,15,45,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,6,10,17,31,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,7,22,17,59,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,7,28,10,49,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,8,31,1,14,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,9,3,17,2,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,9,29,7,31,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,12,28,17,47,16XX E 1ST AVE,Grandview-Woodland,494856.07,5457431.23,49.26961968,-123.0707099
Other Theft,2007,9,23,20,46,16XX E 1ST AVE,Grandview-Woodland,494858.22,5457421.99,49.26953658,-123.0706803
Other Theft,2007,7,28,14,8,16XX GRAVELEY ST,Grandview-Woodland,494852.23,5457525.23,49.27046519,-123.0707639
Other Theft,2007,5,11,17,19,16XX JOHNSTON ST,Fairview,490131.35,5457743.79,49.27237321,-123.1356649
Other Theft,2007,9,15,13,35,16XX MAIN ST,Mount Pleasant,492672.14,5457569.49,49.27084108,-123.1007334
